,Name,Politician Id,Party,Chamber,State,Asset Type,Issuer,Ticker,Issuer Country,Type,Date,Trade Size,Trade Price,Trade Value
1044,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,75000
1045,Michael McCaul,M001157,Republican,House,TX,Stock,Woodward Inc,WWD,us,Sell,2024-03-25,1156.0,151.49,175000
1046,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Sell,2024-03-26,175001.0,1.0,175000
1047,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF OHIO,,,Sell,2024-03-01,,,175000
1048,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,175000
1049,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-03-25,1167.0,150.07,175000
1050,Michael McCaul,M001157,Republican,House,TX,Stock,Adobe Inc,ADBE,us,Sell,2024-03-01,307.0,570.93,175000
1051,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,175000
1052,Michael McCaul,M001157,Republican,House,TX,Stock,Elevance Health Inc,ELV,us,Sell,2024-03-25,343.0,510.36,175000
1053,Michael McCaul,M001157,Republican,House,TX,Stock,Comcast Corp,CMCSA,us,Sell,2024-03-25,4105.0,42.64,175000
1054,Michael McCaul,M001157,Republican,House,TX,Stock,Capital One Financial Corp,COF,us,Sell,2024-03-25,1246.0,140.55,175000
1055,Michael McCaul,M001157,Republican,House,TX,Stock,Marriott International Inc,MAR,us,Sell,2024-03-25,695.0,252.11,175000
1056,Michael McCaul,M001157,Republican,House,TX,Stock,Hilton Worldwide Holdings Inc,HLT,us,Sell,2024-03-25,833.0,210.12,175000
1057,Michael McCaul,M001157,Republican,House,TX,Stock,SAP SE,SAP,de,Sell,2024-03-25,897.0,195.28,175000
1058,Michael McCaul,M001157,Republican,House,TX,Stock,Taiwan Semiconductor Manufacturing Co Ltd,TSM,tw,Sell,2024-03-25,1249.0,140.23,175000
1059,Michael McCaul,M001157,Republican,House,TX,Municipal-security,PUBLIC ENERGY AUTHORITY OF KENTUCKY,,,Sell,2024-03-15,,,175000
1060,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ISSAQUAH SCHOOL DISTRICT NO 411 KING COUNTY WASHINGTON,,,Sell,2024-03-19,,,175000
1061,Michael McCaul,M001157,Republican,House,TX,Stock,The Goldman Sachs Group Inc,GS,us,Sell,2024-03-25,433.0,404.94,175000
1062,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Sell,2024-03-25,3085.0,56.73,175000
1063,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-03-25,3106.0,56.369,175000
1064,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-03-25,598.0,627.46,375000
1065,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-03-25,2163.0,173.49,375000
1066,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-03-25,2481.0,151.15,375000
1067,Michael McCaul,M001157,Republican,House,TX,Stock,ConocoPhillips,COP,us,Sell,2024-03-25,2972.0,126.23,375000
1068,Michael McCaul,M001157,Republican,House,TX,Stock,Shell PLC,SHEL,gb,Sell,2024-03-25,5563.0,67.42,375000
1069,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Sell,2024-03-25,773.0,485.88,375000
1070,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-03-25,888.0,422.86,375000
1071,Michael McCaul,M001157,Republican,House,TX,Stock,Amazon.com Inc,AMZN,us,Sell,2024-03-25,2088.0,179.71,375000
1072,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Sell,2024-03-25,746.0,503.02,375000
1073,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Sell,2024-03-07,5323.0,187.87,1000000
1074,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Sell,2024-03-21,5024.0,199.06,1000000
1075,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-03-14,,,8000
1076,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,BDT CAPITAL PARTNERS FUND I LP,,,Buy,2024-03-26,,,175000
1077,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,LEWIS & CLARK AGRIFOOD FUND II LP,,,Buy,2024-03-28,,,32500
1078,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Buy,2024-03-26,32.0,257.46,8000
1079,Michael McCaul,M001157,Republican,House,TX,Stock,International Business Machines Corp,IBM,us,Sell,2024-03-05,170.0,191.95,32500
1080,Michael McCaul,M001157,Republican,House,TX,Etf,EAGLE CAPITAL SEL EQUITY ETF,EAGL,us,Buy,2024-03-25,39838.0,25.1018,1000000
1081,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Buy,2024-03-21,5024.0,199.06,1000000
1082,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Buy,2024-03-07,5323.0,187.87,1000000
1083,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,375001.0,1.0,375000
1084,Michael McCaul,M001157,Republican,House,TX,Municipal-security,GEORGIA HOUSING AND FINANCE AUTHORITY,,,Buy,2024-03-15,,,175000
1085,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-03-26,,,175000
1086,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-04,175001.0,1.0,175000
1087,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,175001.0,1.0,175000
1088,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,75001.0,1.0,75000
1089,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-03-05,153.0,490.22,75000
1090,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CASS COUNTY JOINT WATER RESOURCE DISTRICT NORTH DAKOTA,,,Buy,2024-03-18,,,75000
1091,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-03-01,150.0,502.3,75000
1092,Michael McCaul,M001157,Republican,House,TX,Stock,Arista Networks Inc,ANET,us,Buy,2024-03-11,277.0,271.02,75000
1093,Michael McCaul,M001157,Republican,House,TX,Stock,Shell PLC,SHEL,gb,Buy,2024-03-20,1122.0,66.93,75000
1094,Michael McCaul,M001157,Republican,House,TX,Stock,ATKORE INC,ATKR,us,Buy,2024-03-15,420.0,178.91,75000
1095,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-25,75001.0,1.0,75000
1096,Michael McCaul,M001157,Republican,House,TX,Stock,Discover Financial Services,DFS,us,Buy,2024-03-18,271.0,120.38,32500
1097,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-14,32501.0,1.0,32500
1098,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-11,32501.0,1.0,32500
1099,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-04,32501.0,1.0,32500
1100,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-13,32501.0,1.0,32500
1101,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-03-19,,,32500
1102,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-03-22,65.0,509.58,32500
1103,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-03-28,67.0,485.58,32500
1104,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ENERGY NORTHWEST,,,Buy,2024-03-19,,,32500
1105,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-03-26,66.0,495.89,32500
1106,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,32501.0,1.0,32500
1107,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-07,32501.0,1.0,32500
1108,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,32501.0,1.0,32500
1109,Michael McCaul,M001157,Republican,House,TX,Stock,Advanced Micro Devices Inc,AMD,us,Buy,2024-03-27,182.0,179.59,32500
1110,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-01,8001.0,1.0,8000
1111,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-01,8001.0,1.0,8000
1112,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN US GOVERNMENT MONEY MARKET FUND,OGVXX,,Buy,2024-03-01,8001.0,1.0,8000
1113,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-28,8001.0,1.0,8000
1114,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-03-27,,,8000
1115,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-22,8001.0,1.0,8000
1116,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-19,8001.0,1.0,8000
1117,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-26,8001.0,1.0,8000
1118,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-03-05,8001.0,1.0,8000
1119,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-03-15,8001.0,1.0,8000
1120,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-03-26,,,8000
1121,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-03-20,32501.0,1.0,32500
1122,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-03-07,54.0,608.51,32500
1123,Michael McCaul,M001157,Republican,House,TX,Stock,AUTODESK Inc,ADSK,us,Sell,2024-03-05,132.0,247.29,32500
1124,Michael McCaul,M001157,Republican,House,TX,Stock,Intuit Inc,INTU,us,Sell,2024-03-05,52.0,639.73,32500
1125,Michael McCaul,M001157,Republican,House,TX,Stock,Accenture PLC,ACN,ie,Sell,2024-03-05,87.0,376.88,32500
1126,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-03-27,118.0,276.37,32500
1127,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-03-26,122.0,268.4,32500
1128,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-03-28,119.0,276.16,32500
1129,Michael McCaul,M001157,Republican,House,TX,Stock,AUTODESK Inc,ADSK,us,Sell,2024-03-11,127.0,258.26,32500
1130,Michael McCaul,M001157,Republican,House,TX,Stock,Adobe Inc,ADBE,us,Sell,2024-03-11,59.0,560.42,32500
1131,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-03-13,598.0,54.444,32500
1132,Michael McCaul,M001157,Republican,House,TX,Stock,Marriott International Inc,MAR,us,Sell,2024-03-20,129.0,254.05,32500
1133,Michael McCaul,M001157,Republican,House,TX,Stock,Chipotle Mexican Grill Inc,CMG,us,Sell,2024-03-22,12.0,2882.04,32500
1134,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-03-14,195.0,166.75,32500
1135,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-03-04,203.0,161.01,32500
1136,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-03-11,196.0,166.56,32500
1137,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-03-25,578.0,56.369,32500
1138,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-03-18,32501.0,1.0,32500
1139,Michael McCaul,M001157,Republican,House,TX,Stock,Carlisle Cos Inc,CSL,us,Sell,2024-03-15,203.0,371.48,75000
1140,Michael McCaul,M001157,Republican,House,TX,Municipal-security,VIRGINIA HOUSING DEVELOPMENT AUTHORITY,,,Sell,2024-03-29,,,75000
1141,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,75000
1142,Michael McCaul,M001157,Republican,House,TX,Stock,Visa Inc,V,us,Sell,2024-03-25,267.0,281.21,75000
1143,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Sell,2024-03-26,75001.0,1.0,75000
1144,Michael McCaul,M001157,Republican,House,TX,Stock,Adobe Inc,ADBE,us,Sell,2024-03-01,132.0,570.93,75000
1145,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF OHIO,,,Sell,2024-03-01,,,75000
1146,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,75000
1147,Michael McCaul,M001157,Republican,House,TX,Stock,Woodward Inc,WWD,us,Sell,2024-03-25,496.0,151.49,75000
1148,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-03-25,1167.0,150.07,175000
1149,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF PENNSYLVANIA,,,Sell,2024-03-19,,,175000
1150,Michael McCaul,M001157,Republican,House,TX,Stock,Elevance Health Inc,ELV,us,Sell,2024-03-25,343.0,510.36,175000
1151,Michael McCaul,M001157,Republican,House,TX,Stock,Comcast Corp,CMCSA,us,Sell,2024-03-25,4105.0,42.64,175000
1152,Michael McCaul,M001157,Republican,House,TX,Stock,Capital One Financial Corp,COF,us,Sell,2024-03-25,1246.0,140.55,175000
1153,Michael McCaul,M001157,Republican,House,TX,Stock,Marriott International Inc,MAR,us,Sell,2024-03-25,695.0,252.11,175000
1154,Michael McCaul,M001157,Republican,House,TX,Stock,Hilton Worldwide Holdings Inc,HLT,us,Sell,2024-03-25,833.0,210.12,175000
1155,Michael McCaul,M001157,Republican,House,TX,Stock,SAP SE,SAP,de,Sell,2024-03-25,897.0,195.28,175000
1156,Michael McCaul,M001157,Republican,House,TX,Stock,Taiwan Semiconductor Manufacturing Co Ltd,TSM,tw,Sell,2024-03-25,1249.0,140.23,175000
1157,Michael McCaul,M001157,Republican,House,TX,Municipal-security,PUBLIC ENERGY AUTHORITY OF KENTUCKY,,,Sell,2024-03-15,,,175000
1158,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ISSAQUAH SCHOOL DISTRICT NO 411 KING COUNTY WASHINGTON,,,Sell,2024-03-19,,,175000
1159,Michael McCaul,M001157,Republican,House,TX,Stock,The Goldman Sachs Group Inc,GS,us,Sell,2024-03-25,433.0,404.94,175000
1160,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Sell,2024-03-25,3085.0,56.73,175000
1161,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-03-25,3106.0,56.369,175000
1162,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-03-25,598.0,627.46,375000
1163,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-03-25,2163.0,173.49,375000
1164,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-03-25,2481.0,151.15,375000
1165,Michael McCaul,M001157,Republican,House,TX,Stock,ConocoPhillips,COP,us,Sell,2024-03-25,2972.0,126.23,375000
1166,Michael McCaul,M001157,Republican,House,TX,Stock,Shell PLC,SHEL,gb,Sell,2024-03-25,5563.0,67.42,375000
1167,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Sell,2024-03-25,773.0,485.88,375000
1168,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-03-25,888.0,422.86,375000
1169,Michael McCaul,M001157,Republican,House,TX,Stock,Amazon.com Inc,AMZN,us,Sell,2024-03-25,2088.0,179.71,375000
1170,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Sell,2024-03-25,746.0,503.02,375000
1171,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Sell,2024-03-07,5323.0,187.87,1000000
1172,Michael McCaul,M001157,Republican,House,TX,Stock,JPMorgan Chase & Co,JPM,us,Sell,2024-03-21,5024.0,199.06,1000000
1173,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-03-14,,,8000
1174,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,BDT CAPITAL PARTNERS FUND I LP,,,Buy,2024-03-26,,,75000
1175,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,LEWIS & CLARK AGRIFOOD FUND II LP,,,Buy,2024-03-28,,,8000
1176,Michael McCaul,M001157,Republican,House,TX,Stock,Dominion Energy Inc,D,us,Buy,2024-03-05,706.0,46.1,32500
1177,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD FEDERAL MONEY MARKET FUND,VMFXX,,Buy,2024-03-07,32501.0,1.0,32500
1178,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD LONG TERM TAX EXEMPT FUND,VWLUX,,Buy,2024-03-01,,,8000
1179,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Buy,2024-03-28,31.0,259.9,8000
1180,Michael McCaul,M001157,Republican,House,TX,Stock,International Business Machines Corp,IBM,us,Sell,2024-03-05,170.0,191.95,32500
1181,Robert Latta,L000566,Republican,House,OH,Stock,Farmers & Merchants Bancorp Inc,FMAO,us,Buy,2024-04-20,,,8000
1182,Christine Smith,S001203,Democrat,Senate,MN,Stock,Insulet Corp,PODD,us,Sell,2024-04-04,460.0,163.25,75000
1183,Christine Smith,S001203,Democrat,Senate,MN,Stock,NextEra Energy Inc,NEE,us,Sell,2024-04-04,2747.0,63.73,175000
1184,Felix Moore,M001212,Republican,House,AL,Crypto,BITCOIN,$BTC,,Buy,2024-03-30,0.0,69645.3,8000
1185,Scott Peters,P000608,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Sell,2024-03-21,,,750000
1186,Scott Peters,P000608,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2024-03-05,,,750000
1187,Angus King,K000383,Other,Senate,ME,Stock,Verizon Communications Inc,VZ,us,Buy,2024-03-07,203.0,39.53,8000
1188,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2024-03-01,309.0,105.31,32500
1189,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
1190,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2024-03-01,309.0,105.31,32500
1191,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
1192,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2024-03-01,309.0,105.31,32500
1193,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2024-03-20,312.0,104.44,32500
1194,Eleanor Holmes Norton,N000147,Democrat,House,WA,Stock,Berkshire Hathaway Inc,BRK/B,us,Sell,2024-04-04,20.0,415.32,8000
1195,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Buy,2024-03-01,,,175000
1196,Richard Blumenthal,B001277,Democrat,Senate,CT,Non-public-stock,ELCM2 LLC,,,Sell,2024-03-04,,,175000
1197,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Buy,2024-03-01,,,8000
1198,Richard Blumenthal,B001277,Democrat,Senate,CT,Hedge-pvt-eq-funds-non-eif,IRENIC CAPITAL EVERGREEN US FUND LP,,,Buy,2024-03-01,,,375000
1199,Richard Blumenthal,B001277,Democrat,Senate,CT,Hedge-pvt-eq-funds-non-eif,IRENIC CAPITAL EVERGREEN US FUND LP,,,Buy,2024-03-01,,,175000
1200,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Walgreens Boots Alliance Inc,WBA,us,Buy,2024-03-21,1563.0,20.8,32500
1201,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Paramount Global Inc,PARA,us,Buy,2024-03-21,2751.0,11.82,32500
1202,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Rolls Royce Holdings PLC,RYCEY,gb,Buy,2024-03-21,1504.0,5.323,8000
1203,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Rolls Royce Holdings PLC,RYCEY,gb,Buy,2024-03-21,1504.0,5.323,8000
1204,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,HUMACYTE INC,HUMA,us,Buy,2024-03-21,2223.0,3.6,8000
1205,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,HUMACYTE INC,HUMA,us,Buy,2024-03-21,2223.0,3.6,8000
1206,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,HUMACYTE INC,HUMA,us,Buy,2024-03-21,9028.0,3.6,32500
1207,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,QUALCOMM Inc,QCOM,us,Sell,2024-03-13,,,32500
1208,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Adobe Inc,ADBE,us,Sell,2024-03-13,,,8000
1209,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Adobe Inc,ADBE,us,Sell,2024-03-13,,,8000
1210,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Adobe Inc,ADBE,us,Sell,2024-03-13,,,8000
1211,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Adobe Inc,ADBE,us,Sell,2024-03-13,,,8000
1212,Thomas Tuberville,T000278,Republican,Senate,AL,Stock-options,Applied Materials Inc,AMAT,us,Sell,2024-03-08,,,8000
1213,Thomas Tuberville,T000278,Republican,Senate,AL,Municipal-security,Federal Home Loan Mortgage Corp,FMCC,us,Buy,2024-03-12,149574.0,1.17,175000
1214,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Apple Inc,AAPL,us,Sell,2024-03-12,188.0,173.23,32500
1215,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Accenture PLC,ACN,ie,Sell,2024-03-12,22.0,380.48,8000
1216,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,CSX Corp,CSX,us,Sell,2024-03-12,860.0,37.82,32500
1217,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,JPMorgan Chase & Co,JPM,us,Sell,2024-03-12,43.0,189.84,8000
1218,Thomas Tuberville,T000278,Republican,Senate,AL,Stock,Texas Instruments Inc,TXN,us,Sell,2024-03-12,46.0,174.8,8000
1219,Kevin Hern,H001082,Republican,House,OK,Stock,Devon Energy Corp,DVN,us,Buy,2024-03-28,648.0,50.18,32500
1220,Kevin Hern,H001082,Republican,House,OK,Stock,Devon Energy Corp,DVN,us,Buy,2024-03-28,160.0,50.18,8000
1221,Kevin Hern,H001082,Republican,House,OK,Stock,Emerson Electric Co,EMR,us,Buy,2024-03-11,74.0,109.65,8000
1222,Kevin Hern,H001082,Republican,House,OK,Stock,Exxon Mobil Corp,XOM,us,Buy,2024-03-11,74.0,109.02,8000
1223,Kevin Hern,H001082,Republican,House,OK,Stock,The Home Depot Inc,HD,us,Buy,2024-03-21,21.0,395.2,8000
1224,Kevin Hern,H001082,Republican,House,OK,Stock,The Home Depot Inc,HD,us,Buy,2024-03-21,21.0,395.2,8000
1225,Kevin Hern,H001082,Republican,House,OK,Stock,Johnson & Johnson,JNJ,us,Buy,2024-03-05,51.0,159.97,8000
1226,Kevin Hern,H001082,Republican,House,OK,Stock,Linde PLC,LIN,gb,Buy,2024-03-28,18.0,464.32,8000
1227,Kevin Hern,H001082,Republican,House,OK,Stock,Lockheed Martin Corp,LMT,us,Buy,2024-03-29,18.0,454.87,8000
1228,Kevin Hern,H001082,Republican,House,OK,Stock,NextEra Energy Inc,NEE,us,Buy,2024-03-15,134.0,60.08,8000
1229,Kevin Hern,H001082,Republican,House,OK,Stock,Pioneer Natural Resources Co,PXD,us,Buy,2024-03-22,32.0,255.53,8000
1230,Kevin Hern,H001082,Republican,House,OK,Stock,Rockwell Automation Inc,ROK,us,Buy,2024-03-11,29.0,284.79,8000
1231,Kevin Hern,H001082,Republican,House,OK,Stock,RTX Corp,RTX,us,Buy,2024-03-21,86.0,94.26,8000
1232,Kevin Hern,H001082,Republican,House,OK,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-03-19,17.0,493.32,8000
1233,Kevin Hern,H001082,Republican,House,OK,Stock,The Williams Cos Inc,WMB,us,Buy,2024-03-25,210.0,38.21,8000
1234,Ronald Wyden,W000779,Democrat,Senate,OR,Stock,United Parcel Service Inc,UPS,us,Sell,2024-03-27,1188.0,147.33,175000
1235,Richard Scott,S001217,Republican,Senate,FL,Municipal-security,OHIO WATER DEVELOPMENT AUTHORITY,,,Buy,2024-03-27,,,750000
1236,Richard Scott,S001217,Republican,Senate,FL,Municipal-security,OHIO WATER DEVELOPMENT AUTHORITY,,,Buy,2024-03-27,,,750000
